level	problem_id	run_dir	best_speedup	success	fast1
1	26	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P026	1.0132450331125828	True	True
1	27	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P027	1.0	True	True
1	28	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P028	1.0066225165562914	True	True
1	29	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P029	1.8376623376623378	True	True
1	30	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P030	3.2317880794701987	True	True
1	31	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P031	1.0066666666666666	True	True
1	32	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P032	1.1250000000000002	True	True
1	33	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P033	1.010928961748634	True	True
1	34	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P034	1.0889679715302492	True	True
1	35	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P035	0.9344262295081968	True	False
1	36	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P036	0.7121710526315789	True	False
1	37	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P037	1.0632911392405064	True	True
1	38	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P038		False	False
1	39	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P039		False	False
1	40	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P040	5.5576923076923075	True	True
1	41	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P041	2.3107569721115535	True	True
1	42	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P042	1.9762376237623764	True	True
1	43	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P043	1.2072434607645877	True	True
1	44	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P044	1.4412955465587043	True	True
1	45	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P045	1.087912087912088	True	True
1	46	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P046	1.0194174757281553	True	True
1	47	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P047	1.1226415094339623	True	True
1	48	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P048	1.0030549898167005	True	True
1	49	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P049	1.101351351351351	True	True
1	50	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P050	1.1685393258426966	True	True
1	51	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P051	1.0904017857142856	True	True
1	52	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P052	1.0010245901639343	True	True
1	53	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P053	1.0	True	True
1	54	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P054	0.9964028776978417	True	False
1	55	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P055	1.019047619047619	True	True
1	56	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P056	1.065110565110565	True	True
1	57	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P057	1.0	True	True
1	58	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P058	9.945652173913043	True	True
1	59	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P059	1.6109785202863962	True	True
1	60	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P060	1.0028818443804035	True	True
1	61	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P061	1.0	True	True
1	62	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P062	0.9937791601866252	True	False
1	63	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P063		False	False
1	64	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P064	1.1176470588235297	True	True
1	65	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P065	1.0233236151603498	True	True
1	66	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P066	1.0454545454545456	True	True
1	67	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P067	1.0246913580246912	True	True
1	68	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P068	1.0031217481789803	True	True
1	69	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P069	1.024	True	True
1	70	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P070		False	False
1	71	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P071	0.9948717948717949	True	False
1	72	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P072	2.4882352941176475	True	True
1	73	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P073	1.0054945054945055	True	True
1	74	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P074	1.0428015564202335	True	True
1	75	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P075	3.0177514792899407	True	True
1	76	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P076	1.175141242937853	True	True
1	77	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P077	0.9988998899889989	True	False
1	78	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P078	1.0	True	True
1	79	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P079	0.9979959919839678	True	False
1	80	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P080	1.1040118870728082	True	True
1	81	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P081	1.6818181818181819	True	True
1	82	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P082	1.2459677419354838	True	True
1	83	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P083	1.7322834645669292	True	True
1	84	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P084	1.2841253791708795	True	True
1	85	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P085	1.6766917293233081	True	True
1	86	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P086	1.0119402985074628	True	True
1	87	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P087		False	False
1	88	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P088	9.751655629139073	True	True
1	89	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P089	1.173913043478261	True	True
1	90	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P090	1.196078431372549	True	True
1	91	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P091	1.0033112582781458	True	True
1	92	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P092	3.3000000000000003	True	True
1	93	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P093	1.015748031496063	True	True
1	94	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P094	3.102272727272727	True	True
1	95	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P095		False	False
1	96	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P096	2.1704545454545454	True	True
1	97	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P097	2.175182481751825	True	True
1	98	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P098	5.6000000000000005	True	True
1	99	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P099	4.07185628742515	True	True
1	100	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level1/L1_P100	2.4015151515151514	True	True
2	1	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P001	1.2111801242236022	True	True
2	2	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P002	1.9402985074626866	True	True
2	3	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P003	0.9925373134328359	True	False
2	4	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P004	0.9794238683127572	True	False
2	5	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P005	1.219047619047619	True	True
2	6	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P006	1.2254901960784312	True	True
2	7	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P007	1.888888888888889	True	True
2	8	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P008	1.1908783783783783	True	True
2	9	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P009	1.0408163265306123	True	True
2	10	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P010	1.1071428571428572	True	True
2	11	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P011	1.0476190476190477	True	True
2	12	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P012	1.0170068027210886	True	True
2	13	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P013	1.0120967741935485	True	True
2	14	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P014	1.3115264797507789	True	True
2	15	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P015	0.9785714285714284	True	False
2	16	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P016	1.691542288557214	True	True
2	17	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P017	1.3354037267080745	True	True
2	18	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P018	52.92035398230088	True	True
2	19	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P019	1.136531365313653	True	True
2	20	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P020	1.6019417475728155	True	True
2	21	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P021	1.7625899280575539	True	True
2	22	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P022	1.777027027027027	True	True
2	23	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P023	1.2486772486772486	True	True
2	24	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P024	1.072625698324022	True	True
2	25	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P025	1.0149253731343282	True	True
2	26	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P026	1.272727272727273	True	True
2	27	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P027	1.056910569105691	True	True
2	28	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P028	1.0130718954248366	True	True
2	29	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P029	1.0443686006825939	True	True
2	30	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P030	1.060200668896321	True	True
2	31	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P031	1.5055951169888098	True	True
2	32	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P032	1.2573099415204676	True	True
2	33	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P033	1.0231788079470199	True	True
2	34	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P034	1.0	True	True
2	35	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P035	1.6324324324324324	True	True
2	36	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P036	1.3621794871794872	True	True
2	37	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P037	1.710144927536232	True	True
2	38	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P038	1.76093916755603	True	True
2	39	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P039	1.0149253731343282	True	True
2	40	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P040	1.112	True	True
2	41	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P041	1.0144927536231882	True	True
2	42	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P042	18.461538461538463	True	True
2	43	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P043	1.00169779286927	True	True
2	44	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P044	2.8205128205128203	True	True
2	45	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P045	1.0337197049525817	True	True
2	46	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P046	1.7366628830874007	True	True
2	47	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P047	1.1760435571687842	True	True
2	48	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P048	1.8048128342245988	True	True
2	49	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P049	1.0083333333333333	True	True
2	50	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P050	1.1182266009852215	True	True
2	51	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P051	14.727272727272728	True	True
2	52	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P052	1.360544217687075	True	True
2	53	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P053	1.068676716917923	True	True
2	54	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P054	1.725663716814159	True	True
2	55	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P055	1.0441426146010189	True	True
2	56	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P056	1.0102214650766608	True	True
2	57	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P057	2.6700680272108843	True	True
2	58	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P058	1.3465346534653466	True	True
2	59	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P059	1.0482180293501049	True	True
2	60	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P060	1.308695652173913	True	True
2	61	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P061	1.1028880866425994	True	True
2	62	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P062	1.0933333333333333	True	True
2	63	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P063	1.0275862068965518	True	True
2	64	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P064	1.037162162162162	True	True
2	65	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P065	1.0585774058577406	True	True
2	66	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P066		False	False
2	67	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P067	2.7902946273830156	True	True
2	68	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P068	0.8628571428571429	True	False
2	69	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P069	2.190217391304348	True	True
2	70	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P070	1.0513698630136987	True	True
2	71	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P071	2.2099447513812156	True	True
2	72	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P072	1.0	True	True
2	73	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P073	1.0104166666666667	True	True
2	74	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P074	1.3651376146788992	True	True
2	75	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P075	1.089700996677741	True	True
2	76	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P076	1.00625	True	True
2	77	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P077	1.0306122448979593	True	True
2	78	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P078	1.0	True	True
2	79	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P079	2.1133412042502955	True	True
2	80	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P080	929.8780487804878	True	True
2	81	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P081	1.3181818181818183	True	True
2	82	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P082	2.4414414414414414	True	True
2	83	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P083	15.255198487712665	True	True
2	84	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P084	1.0465116279069768	True	True
2	85	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P085	1.8047945205479452	True	True
2	86	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P086	1.0271186440677964	True	True
2	87	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P087	1.754237288135593	True	True
2	88	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P088	1.1216216216216217	True	True
2	89	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P089	1.059633027522936	True	True
2	90	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P090	1.7262569832402235	True	True
2	91	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P091	1.3058252427184467	True	True
2	92	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P092	2.336244541484716	True	True
2	93	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P093	2.1887287024901703	True	True
2	94	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P094	1.0157728706624607	True	True
2	95	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P095	1.064625850340136	True	True
2	96	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P096	1.2605042016806722	True	True
2	97	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P097	1.0333333333333332	True	True
2	98	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P098	12.489626556016596	True	True
2	99	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P099	1.0405405405405406	True	True
2	100	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level2/L2_P100	1.241830065359477	True	True
3	1	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P001	1.1005917159763314	True	True
3	2	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P002	1.1284403669724772	True	True
3	3	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P003	1.0526315789473684	True	True
3	4	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P004	3.6000000000000005	True	True
3	5	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P005	1.0219378427787933	True	True
3	6	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P006	1.0096153846153848	True	True
3	7	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P007	0.8767908309455588	True	False
3	8	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P008	1.0696378830083564	True	True
3	9	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P009		False	False
3	10	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P010		False	False
3	11	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P011	1.002754820936639	True	True
3	12	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P012	1.0136674259681093	True	True
3	13	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P013	1.0632911392405064	True	True
3	14	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P014		False	False
3	15	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P015	0.8657142857142855	True	False
3	16	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P016	0.8516483516483516	True	False
3	17	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P017	2.0837438423645316	True	True
3	18	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P018	1.0	True	True
3	19	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P019	0.849829351535836	True	False
3	20	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P020	0.7622047244094488	True	False
3	21	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P021	0.775	True	False
3	22	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P022	0.7714285714285714	True	False
3	23	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P023		False	False
3	24	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P024		False	False
3	25	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P025	0.9956709956709956	True	False
3	26	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P026		False	False
3	27	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P027		False	False
3	28	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P028	0.8135593220338981	True	False
3	29	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P029		False	False
3	30	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P030		False	False
3	31	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P031	2.583333333333333	True	True
3	32	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P032		False	False
3	33	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P033	1.031117397454031	True	True
3	34	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P034	1.3734177215189873	True	True
3	35	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P035	1.0168350168350166	True	True
3	36	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P036	1.0148148148148148	True	True
3	37	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P037	1.0243055555555556	True	True
3	38	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P038	1.069023569023569	True	True
3	39	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P039	1.0126582278481011	True	True
3	40	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P040	1.0102739726027397	True	True
3	41	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P041	1.0100755667506296	True	True
3	42	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P042	1.0038167938931302	True	True
3	43	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P043	2.0941883767535066	True	True
3	44	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P044	1.3792270531400965	True	True
3	45	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P045	0.9859859859859859	True	False
3	46	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P046	1.1185185185185185	True	True
3	47	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P047	1.064981949458484	True	True
3	48	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P048	1.0	True	True
3	49	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P049	3.7984496124031004	True	True
3	50	/data/dyj/KernelWeaver/runs_final/kernelbench_k10/level3/L3_P050	2.0622568093385216	True	True
